5.95258e-022,1.39717e-019,3.27938e-017,7.69725e-015,1.80667e-012,4.24055e-010,9.95326e-008,2.33614e-005,0.00545353,0.562756,0.996701,0.999986,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1.3655e-020,2.26484e-018,3.75649e-016,6.23058e-014,1.03341e-011,1.71403e-009,2.84292e-007,4.71509e-005,0.00776019,0.564684,0.995374,0.999972,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1.37384e-018,1.30937e-016,1.24792e-014,1.18936e-012,1.13355e-010,1.08035e-008,1.02965e-006,9.8124e-005,0.00926619,0.47129,0.988366,0.999877,0.999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5.03112e-027,5.37266e-025,5.71646e-022,6.08227e-019,6.47148e-016,6.8856e-013,7.32622e-010,7.79503e-007,0.000828698,0.46878,0.998936,0.999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7.006e-017,4.43683e-015,2.8098e-013,1.77942e-011,1.12689e-009,7.13649e-008,4.51945e-006,0.000286132,0.017803,0.534425,0.98643,0.999783,0.999997,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2.5201e-020,3.67535e-018,5.36018e-016,7.81735e-014,1.14009e-011,1.66272e-009,2.42494e-007,3.53643e-005,0.0051313,0.429294,0.990967,0.999938,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5.49383e-020,7.45652e-018,1.01204e-015,1.37359e-013,1.86432e-011,2.53035e-009,3.43433e-007,4.66104e-005,0.00628673,0.46198,0.991492,0.999937,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4.57882e-019,4.96717e-017,5.38847e-015,5.84549e-013,6.34128e-011,6.87912e-009,7.46257e-007,8.09486e-005,0.00870568,0.487888,0.990417,0.999911,0.999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1.10096e-023,3.91293e-021,1.39069e-018,4.94267e-016,1.75667e-013,6.24339e-011,2.21896e-008,7.88636e-006,0.00279508,0.499044,0.997184,0.999992,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4.79567e-019,4.65901e-017,4.52625e-015,4.39727e-013,4.27197e-011,4.15024e-009,4.03197e-007,3.91693e-005,0.00379104,0.269914,0.972912,0.999713,0.999997,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3.53842e-013,8.21017e-012,1.905e-010,4.42015e-009,1.0256e-007,2.37969e-006,5.52128e-005,0.00127953,0.0288687,0.408196,0.941191,0.997314,0.999884,0.999995,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3.06828e-020,4.99232e-018,8.12288e-016,1.32165e-013,2.15043e-011,3.49891e-009,5.69299e-007,9.26206e-005,0.0148477,0.710333,0.9975,0.999985,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2.48378e-024,1.15769e-021,5.39598e-019,2.51507e-016,1.17227e-013,5.46396e-011,2.54675e-008,1.18703e-005,0.00550236,0.72058,0.999169,0.999998,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4.45353e-027,4.49224e-027,4.61285e-027,2.48449e-026,4.82592e-022,9.37398e-018,1.82082e-013,3.53681e-009,6.8695e-005,0.571632,0.999961,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4.77429e-027,8.49094e-026,1.25619e-022,1.85846e-019,2.74949e-016,4.06771e-013,6.01796e-010,8.90322e-007,0.00131545,0.660868,0.999653,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1.35521e-021,2.98602e-019,6.57927e-017,1.44965e-014,3.1941e-012,7.03774e-010,1.55066e-007,3.41655e-005,0.0074719,0.623879,0.997271,0.999988,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6.48817e-020,9.11773e-018,1.2813e-015,1.80059e-013,2.53035e-011,3.55587e-009,4.997e-007,7.02173e-005,0.0097718,0.581023,0.994895,0.999963,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9.95992e-027,9.71743e-024,9.48084e-021,9.25001e-018,9.0248e-015,8.80507e-012,8.59069e-009,8.38146e-006,0.00811114,0.888621,0.999872,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6.22351e-024,2.47492e-021,9.84208e-019,3.91392e-016,1.55646e-013,6.18962e-011,2.46144e-008,9.78838e-006,0.00387752,0.607533,0.998378,0.999996,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2.98019e-015,1.17931e-013,4.66671e-012,1.84669e-010,7.30766e-009,2.89176e-007,1.1443e-005,0.000452619,0.0176036,0.414891,0.965588,0.9991,0.999977,0.999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4.68637e-027,2.15133e-026,3.90469e-023,7.08706e-020,1.28631e-016,2.33467e-013,4.23745e-010,7.69101e-007,0.00139398,0.717005,0.999783,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7.25682e-023,2.03888e-020,5.72844e-018,1.60946e-015,4.52195e-013,1.27049e-010,3.56957e-008,1.0029e-005,0.00280985,0.441865,0.995524,0.999984,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6.17952e-020,8.23234e-018,1.09671e-015,1.46104e-013,1.94639e-011,2.59298e-009,3.45436e-007,4.60168e-005,0.00609328,0.449558,0.990893,0.999931,0.999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6.61081e-024,2.56679e-021,9.96615e-019,3.86958e-016,1.50245e-013,5.8336e-011,2.26502e-008,8.79438e-006,0.00340302,0.570042,0.998061,0.999995,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5.49981e-023,1.7755e-020,5.73184e-018,1.85041e-015,5.97366e-013,1.92847e-010,6.22568e-008,2.00979e-005,0.0064465,0.676859,0.998523,0.999995,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
8.3593e-022,1.9198e-019,4.40903e-017,1.01258e-014,2.3255e-012,5.34076e-010,1.22656e-007,2.81685e-005,0.00642779,0.597709,0.997078,0.999987,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2.5565e-023,8.16788e-021,2.6096e-018,8.33754e-016,2.6638e-013,8.51072e-011,2.71913e-008,8.68743e-006,0.00276793,0.470001,0.996483,0.999989,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4.75432e-027,6.20327e-026,8.99213e-023,1.30348e-019,1.8895e-016,2.73897e-013,3.97036e-010,5.75534e-007,0.000833587,0.54738,0.99943,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1.33492e-016,7.96616e-015,4.75381e-013,2.83685e-011,1.69289e-009,1.01024e-007,6.02856e-006,0.000359628,0.0210173,0.561622,0.987089,0.999781,0.999996,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3.46101e-026,2.66884e-023,2.05799e-020,1.58695e-017,1.22372e-014,9.43633e-012,7.27651e-009,5.61101e-006,0.00430812,0.769396,0.999611,0.999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6.37149e-022,1.415e-019,3.14246e-017,6.97887e-015,1.54989e-012,3.44203e-010,7.64416e-008,1.69761e-005,0.00375599,0.455719,0.994651,0.999976,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4.52377e-027,4.71238e-027,1.0052e-025,4.90278e-022,2.39129e-018,1.16633e-014,5.6887e-011,2.77461e-007,0.00135147,0.868431,0.999969,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1.859e-023,6.52268e-021,2.28861e-018,8.03002e-016,2.81749e-013,9.8857e-011,3.46859e-008,1.21701e-005,0.004252,0.599723,0.998101,0.999995,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4.74517e-027,7.65542e-026,1.58331e-022,3.27463e-019,6.77266e-016,1.40074e-012,2.89703e-009,5.99166e-006,0.0122405,0.962448,0.999981,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4.28101e-022,1.02725e-019,2.46493e-017,5.91472e-015,1.41926e-012,3.40559e-010,8.17188e-008,1.96084e-005,0.00468319,0.530305,0.996322,0.999985,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3.72222e-021,6.94917e-019,1.29737e-016,2.42211e-014,4.52194e-012,8.4422e-010,1.57611e-007,2.94242e-005,0.00546347,0.506319,0.994804,0.999972,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3.74215e-020,5.81247e-018,9.0282e-016,1.4023e-013,2.17812e-011,3.38315e-009,5.25486e-007,8.16143e-005,0.012519,0.663205,0.996741,0.999979,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
