log_M, ah, gh, qtil, b,  N,f
-2.13069, 9.91064, 0.186309, 0.0025538 ,0.217873, 167.202 ,-702.18
-2.20647, 10.0385, 0.159982, 0.00260775 ,0.561285, 136.888 ,-700.507
-2.39075, 10.0522, 0.233641, 0.00262709 ,0.883797, 95.2025 ,-698.692
-2.25056, 10.323, 0.232012, 0.0026092 ,0.802254, 132.871 ,-695.639
-2.18749, 10.0082, 0.168692, 0.00273819 ,0.282939, 171.568 ,-702.224
-2.12125, 9.96924, 0.195994, 0.00300037 ,0.196429, 289.361 ,-700.53
-2.14112, 9.96857, 0.124546, 0.00287344 ,0.413395, 224.744 ,-700.765
-2.44874, 9.28233, 0.0585469, 0.00286045 ,0.227464, 109.316 ,-698.958
-2.19808, 10.049, 0.223709, 0.00300144 ,0.179616, 129.913 ,-701.35
-2.24914, 9.98634, 0.207619, 0.0028321 ,0.391543, 97.8919 ,-699.696
-2.16997, 9.81945, 0.165804, 0.00288427 ,0.0480756, 184.607 ,-701.865
-2.19304, 10.1278, 0.27406, 0.00311656 ,0.306816, 158.499 ,-700.591
-2.18164, 9.84929, 0.141944, 0.003437 ,0.046829, 145.937 ,-700.988
-2.17713, 10.0175, 0.212014, 0.00359099 ,0.301032, 212.11 ,-701.743
-2.199, 10.0072, 0.127982, 0.00326677 ,0.649287, 203.02 ,-699.304
-2.18528, 10.1878, 0.197838, 0.00293006 ,0.291477, 130.415 ,-698.803
-2.22589, 10.0349, 0.230171, 0.00284319 ,0.045187, 147.201 ,-701.989
-2.04511, 9.95059, 0.207813, 0.00267374 ,0.55932, 297.482 ,-699.783
-2.01215, 9.93294, 0.204565, 0.00244355 ,0.05697, 166.18 ,-699.078
-2.15576, 10.1083, 0.177467, 0.0024613 ,0.0648907, 191.73 ,-700.637
-2.31312, 9.82024, 0.173428, 0.00272671 ,0.511167, 167.41 ,-700.863
-2.32437, 10.0005, 0.309716, 0.00228555 ,1.11077, 112.697 ,-695.565
-2.31256, 9.94685, 0.169639, 0.00220202 ,0.580473, 101.832 ,-700.214
-2.1825, 10.0877, 0.243625, 0.00210466 ,0.48789, 154.168 ,-701.32
-2.17714, 9.92712, 0.217714, 0.00193098 ,0.298101, 188.443 ,-702.157
-2.00601, 9.99051, 0.170675, 0.00207782 ,0.0103365, 106.878 ,-693.157
-2.3074, 9.98029, 0.200241, 0.00203001 ,0.11023, 105.437 ,-701.056
-2.30131, 9.80274, 0.184711, 0.00224783 ,0.151599, 117.309 ,-701.224
-2.19648, 9.97711, 0.152181, 0.00228995 ,0.323697, 167.855 ,-702.069
-2.22665, 9.93045, 0.195572, 0.00210596 ,0.394098, 111.539 ,-700.71
-2.37582, 9.88786, 0.300369, 0.00222457 ,0.156684, 119.047 ,-698.075
-2.20074, 10.0842, 0.15947, 0.00196002 ,0.182668, 213.885 ,-699.268
-2.29321, 10.1732, 0.232765, 0.00194929 ,0.0416079, 154.088 ,-699.32
-2.25677, 10.1102, 0.242424, 0.00198842 ,0.188565, 123.106 ,-700.887
-2.37413, 9.727, 0.180759, 0.00222424 ,0.032697, 123.327 ,-700.588
-2.07705, 10.0948, 0.211803, 0.0025939 ,0.023123, 278.841 ,-700.094
-2.06567, 9.98472, 0.24718, 0.00260065 ,0.0227607, 185.182 ,-700.489
-2.25037, 9.84186, 0.182105, 0.00263441 ,0.167163, 135.944 ,-701.908
-2.22098, 10.0736, 0.175072, 0.00273504 ,0.291172, 172.779 ,-700.942
-2.20737, 9.77378, 0.171685, 0.00277043 ,0.0631129, 224.35 ,-700.055
-2.2156, 9.74608, 0.168045, 0.00251302 ,0.157532, 153.487 ,-701.041
-2.12534, 9.8392, 0.216458, 0.00243242 ,0.0548533, 301.338 ,-696.649
-2.02163, 9.96013, 0.21075, 0.0022618 ,0.0580848, 147.78 ,-698.467
-2.23984, 9.9185, 0.190815, 0.00229239 ,0.5658, 214.786 ,-700.789
-2.22922, 10.0065, 0.17067, 0.00224021 ,0.594175, 158.104 ,-701.67
-2.34662, 9.47469, 0.148655, 0.00225834 ,1.08869, 89.4644 ,-693.451
-2.22195, 10.0421, 0.168422, 0.00235576 ,0.302353, 157.48 ,-701.508
-2.17174, 9.95349, 0.186721, 0.00237034 ,0.53179, 212.522 ,-702.165
-2.29417, 9.80981, 0.171372, 0.0024739 ,0.207202, 205.819 ,-699.654
-2.22802, 9.84507, 0.181232, 0.00236621 ,0.232602, 143.728 ,-702.014
-2.12285, 9.9821, 0.17291, 0.00229313 ,0.129887, 186.65 ,-702.64
-2.02839, 9.89084, 0.169183, 0.00262576 ,0.182688, 255.076 ,-700.962
-2.15713, 10.1136, 0.238758, 0.00232396 ,0.424989, 153.955 ,-701.076
-2.17411, 9.87039, 0.156107, 0.00221764 ,0.673393, 231.554 ,-700.765
-2.16195, 10.0208, 0.204293, 0.00208608 ,0.312934, 242.62 ,-701.166
-2.47981, 10.1201, 0.184663, 0.00202654 ,0.400025, 71.1441 ,-696.59
-2.11261, 10.0465, 0.176782, 0.00221933 ,0.199489, 197.607 ,-702.07
-2.23707, 9.93601, 0.198099, 0.00217552 ,0.253336, 144.205 ,-702.426
-2.04883, 9.98785, 0.171407, 0.00245491 ,0.024755, 159.121 ,-700.283
-2.26549, 10.1092, 0.248356, 0.00206932 ,0.166827, 123.527 ,-700.881
-2.14059, 9.91725, 0.186826, 0.00167313 ,0.0596594, 187.381 ,-702.751
-2.34189, 10.0537, 0.223629, 0.00147317 ,0.900973, 123.286 ,-700.022
-2.31145, 9.90733, 0.190093, 0.00100013 ,0.406183, 144.811 ,-702.028
-2.40263, 9.88788, 0.204047, 0.000972433 ,0.337562, 115.85 ,-701.035
-2.14576, 10.069, 0.195963, 0.00143531 ,0.211487, 229.541 ,-701.298
-2.22076, 9.85753, 0.159456, 0.00149545 ,0.768372, 224.622 ,-700.249
-2.33034, 9.90436, 0.193904, 0.00132577 ,0.0281972, 142.214 ,-701.848
-2.23164, 9.88473, 0.165731, 0.00128616 ,0.354371, 165.852 ,-702.455
-2.23106, 9.996, 0.178825, 0.00101731 ,0.754625, 184.839 ,-701.674
-2.18157, 9.90153, 0.150932, 0.00096139 ,0.0065518, 120.4 ,-700.155
-2.27988, 9.9577, 0.141174, 0.000941072 ,0.67575, 150.205 ,-701.092
-2.17517, 9.9428, 0.230086, 0.000941046 ,0.133051, 239.21 ,-700.345
-2.06476, 9.98074, 0.122918, 0.00104408 ,0.439447, 348.409 ,-698.07
-2.27335, 9.70955, 0.151423, 0.000949939 ,0.0623647, 131.45 ,-700.738
-2.14798, 10.0127, 0.133818, 0.00089542 ,0.388823, 151.396 ,-700.41
-2.14318, 9.95759, 0.209829, 0.000729213 ,0.163934, 185.645 ,-702.659
-2.16876, 9.44948, 0.089242, 0.000267505 ,0.635026, 168.566 ,-698.107
-2.08779, 10.0071, 0.243764, 0.000726225 ,0.613711, 300.754 ,-698.363
-2.32761, 9.98217, 0.224013, 0.00088988 ,0.107937, 145.566 ,-701.372
-2.36677, 9.17767, 0.0423636, 0.00109253 ,0.137368, 107.368 ,-699.184
-2.19688, 9.85249, 0.150667, 0.00122533 ,0.650197, 162.663 ,-701.627
-2.08362, 9.983, 0.221544, 0.00150223 ,0.162985, 204.073 ,-701.989
-2.31517, 9.97132, 0.289689, 0.00166623 ,0.13919, 138.928 ,-699.534
-2.28952, 9.93499, 0.226111, 0.00160535 ,0.0607087, 148.309 ,-701.8
-2.20884, 10.1375, 0.28798, 0.00144281 ,0.445283, 137.309 ,-700.24
-2.12069, 9.95878, 0.172024, 0.00136847 ,0.711282, 170.81 ,-701.716
-2.08228, 10.0055, 0.166369, 0.00117649 ,0.125192, 235.518 ,-702.325
-2.38782, 9.99554, 0.236169, 0.00107237 ,0.704559, 111.23 ,-700.514
-2.29096, 10.0787, 0.259002, 0.00157415 ,0.558829, 120.613 ,-700.68
-2.50869, 9.82111, 0.208647, 0.0015957 ,0.472214, 90.6217 ,-699.454
-2.04323, 9.96589, 0.178653, 0.00191405 ,0.626289, 235.251 ,-701.477
-2.22398, 9.8697, 0.203905, 0.00208729 ,0.0807823, 162.878 ,-702.197
-2.10038, 10.0119, 0.169644, 0.00219481 ,0.623215, 198.271 ,-701.677
-2.06553, 9.90876, 0.160025, 0.00229621 ,0.399629, 210.584 ,-701.605
-2.13224, 9.88397, 0.179378, 0.00249523 ,0.160963, 175.531 ,-702.21
-2.35469, 9.76965, 0.210808, 0.00291239 ,0.593247, 143.124 ,-699.543
-2.33901, 9.97097, 0.222393, 0.00288979 ,0.156789, 127.009 ,-701.44
-2.23183, 9.84918, 0.153527, 0.00283634 ,0.252567, 203.569 ,-701.306
-2.19707, 10.0095, 0.145741, 0.00281338 ,0.441086, 141.242 ,-700.696
-2.31343, 9.88074, 0.206387, 0.00256493 ,0.651077, 118.43 ,-701.003
-2.10498, 9.92736, 0.159485, 0.00277348 ,0.535847, 196.614 ,-701.813
-1.9596, 10.1005, 0.248794, 0.00237439 ,0.199324, 294.024 ,-698.063
-2.04821, 10.0966, 0.234469, 0.00236635 ,0.354811, 171.664 ,-700.183
-2.03933, 10.2058, 0.286223, 0.00229872 ,0.475323, 253.744 ,-697.247
-2.38194, 10.1102, 0.241853, 0.00231056 ,0.0192729, 83.1793 ,-698.973
-2.4037, 9.90256, 0.182115, 0.00234788 ,0.0150751, 113.438 ,-701.016
-2.06164, 10.063, 0.195559, 0.00251116 ,0.0823274, 273.97 ,-701.04
-2.14075, 10.0301, 0.153668, 0.00251112 ,0.294778, 195.501 ,-701.642
-2.3852, 9.97213, 0.245166, 0.00208472 ,0.659302, 75.3756 ,-698.228
-2.36148, 9.86573, 0.179224, 0.00194412 ,0.592768, 116.031 ,-701.128
-2.20374, 9.85913, 0.152346, 0.00220501 ,0.863107, 175.944 ,-700.323
-2.33654, 9.92019, 0.203229, 0.00211281 ,0.202481, 133.249 ,-701.73
-2.24497, 9.89681, 0.187658, 0.00203823 ,0.394408, 142.346 ,-702.265
-2.22421, 9.76253, 0.193279, 0.00184723 ,0.808956, 120.884 ,-698.956
-2.18242, 9.98619, 0.157193, 0.00178088 ,0.319443, 202.085 ,-702.104
-2.28104, 9.8107, 0.201552, 0.00148578 ,0.661151, 161.832 ,-700.903
-2.12888, 9.85911, 0.234375, 0.00124376 ,0.0912849, 250.444 ,-698.399
-2.27988, 9.97949, 0.114365, 0.00127836 ,1.02928, 128.815 ,-696.975
-2.41338, 10.0022, 0.166691, 0.00121703 ,0.144176, 115.003 ,-699.883
-2.33842, 9.94651, 0.215182, 0.00126014 ,0.536414, 97.2429 ,-700.564
-2.44539, 9.83761, 0.163831, 0.00125563 ,0.460315, 127.272 ,-699.883
-2.05498, 10.0133, 0.146981, 0.00162273 ,0.0320301, 249.116 ,-701.499
-2.06096, 9.93041, 0.196884, 0.00179604 ,0.250989, 242.704 ,-701.821
-2.30688, 9.88784, 0.275391, 0.00142782 ,0.66218, 83.0804 ,-697.333
-2.00751, 9.96315, 0.150301, 0.00135774 ,0.443541, 179.922 ,-699.386
-2.20748, 9.99546, 0.189112, 0.00137617 ,0.514274, 185.566 ,-702.321
-2.18112, 9.91988, 0.167724, 0.001562 ,0.377911, 224.469 ,-702.044
-2.16161, 9.99555, 0.129244, 0.00161208 ,0.0515, 178.73 ,-701.187
-2.26777, 10.03, 0.242112, 0.00148833 ,0.463743, 133.232 ,-701.487
-2.26683, 9.91188, 0.292059, 0.00140607 ,0.48469, 94.8561 ,-697.713
-2.20751, 10.064, 0.183451, 0.00150208 ,0.499436, 154.668 ,-701.49
-2.23603, 9.84861, 0.13853, 0.0013767 ,0.425968, 195.934 ,-701.036
-2.11155, 9.94387, 0.168716, 0.00115736 ,0.264315, 191.003 ,-702.61
-2.2758, 9.83778, 0.24499, 0.000987616 ,0.408394, 108.063 ,-699.626
-2.34289, 9.75229, 0.14339, 0.00105463 ,0.0827736, 139.281 ,-700.792
-2.14434, 9.95067, 0.241986, 0.000977695 ,0.560186, 164.848 ,-701.225
-2.28331, 9.87193, 0.16287, 0.00102564 ,0.183938, 117.012 ,-701.367
-2.14191, 10.0056, 0.241409, 0.00126089 ,0.230484, 225.835 ,-701.094
-2.11443, 9.81583, 0.203084, 0.000549735 ,0.350043, 180.457 ,-700.555
-2.29831, 10.1855, 0.286746, 0.000830545 ,0.146798, 124.376 ,-699.826
-2.32265, 9.99117, 0.202122, 0.00087777 ,0.452135, 159.237 ,-701.106
-2.17271, 9.92507, 0.242352, 0.000924238 ,0.651587, 239.85 ,-699.079
-2.16865, 9.96178, 0.189399, 0.000550261 ,1.03083, 294.616 ,-698.051
-2.19586, 10.1995, 0.335605, 0.00058816 ,0.0844359, 131.487 ,-698.808
-2.06575, 10.0243, 0.15022, 0.00081097 ,0.000600554, 234.762 ,-701.619
-2.17265, 9.85205, 0.154661, 0.00088608 ,0.639872, 181.363 ,-701.892
-2.07653, 10.1331, 0.286283, 0.000942238 ,0.428379, 195.292 ,-699.553
-2.25214, 9.90161, 0.123356, 0.000777242 ,0.274381, 214.586 ,-699.63
-2.20725, 10.0632, 0.219656, 0.000670066 ,0.798223, 108.988 ,-699.767
-2.13682, 9.95234, 0.135271, 0.00052859 ,1.0568, 167.411 ,-699.935
-2.35776, 9.89621, 0.241223, 0.000805717 ,0.241894, 181.153 ,-697.862
-2.13409, 9.97065, 0.139533, 0.000869482 ,0.869862, 196.39 ,-701.076
-2.13499, 10.0313, 0.245649, 0.00102898 ,0.980716, 193.631 ,-699.872
-2.12222, 9.94749, 0.132298, 0.00111757 ,0.435573, 247.888 ,-701.197
-2.07485, 10.0593, 0.18735, 0.0012965 ,0.348181, 147.906 ,-700.092
-2.28837, 10.1839, 0.259843, 0.00117809 ,0.176908, 116.881 ,-699.954
-2.31311, 9.98843, 0.246284, 0.00127354 ,0.355443, 122.319 ,-701.247
-2.16322, 9.99586, 0.176317, 0.00125218 ,0.469903, 185.462 ,-702.591
-2.11983, 10.1728, 0.180289, 0.00148578 ,0.281065, 148.76 ,-698.522
-2.43416, 9.76484, 0.162792, 0.00141631 ,0.484248, 130.44 ,-699.831
-2.08196, 10.0051, 0.174745, 0.00150977 ,0.512273, 261.23 ,-701.766
-2.27563, 9.80244, 0.172933, 0.00131962 ,0.115988, 114.021 ,-700.938
-2.29387, 9.88905, 0.234013, 0.00133531 ,0.0664308, 131.593 ,-701.363
-2.31028, 9.94387, 0.163063, 0.00117606 ,0.427351, 160.065 ,-701.418
-2.24814, 9.94671, 0.215755, 0.00111794 ,0.887021, 160.305 ,-701.411
-2.17341, 10.0451, 0.275661, 0.00121192 ,0.0399198, 182.202 ,-700.613
-2.29584, 9.94808, 0.148047, 0.00110928 ,0.112994, 204.761 ,-699.572
-2.16491, 9.89455, 0.151648, 0.000627582 ,0.31033, 219.704 ,-702.092
-2.19331, 10.0049, 0.169622, 0.000687394 ,0.714625, 200.42 ,-701.878
-1.96456, 9.94427, 0.186753, 0.000195754 ,0.886083, 333.775 ,-698.959
-2.24566, 9.81616, 0.126108, 4.34551e-006 ,1.91331, 134.425 ,-699.636
-2.37921, 9.9437, 0.279203, 0.000199522 ,0.469144, 133.133 ,-699.165
-2.27415, 9.90821, 0.204485, 0.000510599 ,0.0536942, 124.841 ,-701.992
-2.22773, 9.96885, 0.174122, 0.000290899 ,0.449586, 182.138 ,-702.445
-2.27288, 9.86247, 0.229122, 0.000140736 ,1.34601, 160.829 ,-700.076
-2.19271, 10.2458, 0.288939, 0.000369839 ,0.0374144, 142.58 ,-699.54
-1.96977, 10.0172, 0.156792, 0.000342168 ,0.847322, 211.71 ,-699.132
-2.07287, 9.95266, 0.222489, 6.87435e-005 ,0.204612, 238.439 ,-701.431
-2.18654, 9.85165, 0.19163, 8.34083e-005 ,0.31194, 192.49 ,-702.158
-2.18163, 9.91395, 0.156378, 0.000116354 ,0.199321, 216.525 ,-702.25
-2.09772, 9.90122, 0.145655, 2.72064e-005 ,1.26301, 210.218 ,-701.64
-2.20968, 9.94837, 0.216743, 0.000114433 ,0.261047, 198.25 ,-701.999
-2.12817, 9.78993, 0.185077, 0.000274161 ,0.156989, 169.06 ,-700.704
-2.2687, 9.63682, 0.190497, 4.42758e-005 ,1.65888, 168.838 ,-696.261
-2.21295, 9.96538, 0.196591, 4.2437e-005 ,0.137281, 179.45 ,-702.744
-2.23331, 10.0133, 0.261049, 0.00012801 ,0.138218, 178.922 ,-700.814
-2.46286, 9.68607, 0.233067, 0.0001854 ,0.969909, 100.966 ,-697.798
-2.20869, 9.93222, 0.189607, 0.000180003 ,0.427705, 166.4 ,-702.862
-2.0203, 9.96993, 0.190612, 0.000112385 ,0.234271, 197.471 ,-701.232
-2.17487, 9.9259, 0.164559, 1.90337e-005 ,0.840566, 219.19 ,-702.411
-2.17722, 10.0099, 0.181899, 0.000147535 ,0.192497, 166.503 ,-702.609
-2.27765, 9.90994, 0.164428, 7.74838e-005 ,0.666021, 160.702 ,-702.214
-2.01466, 10.051, 0.245148, 0.000243061 ,0.396783, 310.099 ,-698.694
-2.03251, 10.0621, 0.214234, 4.98398e-005 ,1.03629, 227.788 ,-701.326
-2.11595, 10.0069, 0.144548, 0.000212667 ,0.359857, 222.599 ,-701.815
-2.09855, 9.95225, 0.206534, 0.000257657 ,0.716472, 174.283 ,-701.936
-2.08047, 10.0385, 0.198707, 0.000818346 ,0.440147, 249.632 ,-701.859
-2.36359, 10.0682, 0.210141, 0.00102646 ,0.435478, 102.882 ,-700.242
-2.23827, 9.80427, 0.139524, 0.00127572 ,0.0233558, 158.159 ,-701.358
-2.48735, 9.66573, 0.176762, 0.0013424 ,0.904114, 95.2788 ,-698.601
-2.11923, 9.88378, 0.148613, 0.00148927 ,0.208515, 192.208 ,-701.894
-2.10761, 10.0193, 0.164237, 0.00190751 ,0.116263, 149.963 ,-700.877
-2.19268, 10.0399, 0.184313, 0.00202911 ,0.36883, 251.174 ,-699.625
-2.01553, 9.91901, 0.215523, 0.00213616 ,0.491378, 211.218 ,-699.67
-2.04608, 9.89658, 0.167332, 0.00220407 ,0.158256, 290.978 ,-700.794
-2.39999, 10.0444, 0.245953, 0.0022755 ,0.218232, 91.693 ,-699.883
-2.18568, 9.93341, 0.183588, 0.00244233 ,0.187048, 255.144 ,-700.792
-2.31303, 9.70821, 0.121262, 0.00236864 ,0.329109, 172.104 ,-699.159
-2.0009, 9.91595, 0.146947, 0.00246031 ,0.452651, 274.826 ,-699.96
-2.12919, 9.7678, 0.153995, 0.00257969 ,0.170847, 156.953 ,-699.935
-2.19082, 9.88037, 0.201893, 0.00260873 ,0.299412, 233.353 ,-700.75
-2.23662, 9.82273, 0.139999, 0.00255039 ,0.80856, 157.851 ,-699.91
-2.09344, 9.89327, 0.168474, 0.00281087 ,0.716246, 310.894 ,-698.527
-2.32821, 9.95015, 0.22519, 0.00282636 ,0.730209, 108.863 ,-700.293
-2.10983, 9.96137, 0.195963, 0.00263869 ,0.414798, 240.401 ,-702.054
-2.12027, 10.1431, 0.319283, 0.00282469 ,0.357687, 176.777 ,-698.459
-2.17303, 9.94728, 0.184598, 0.00279867 ,0.00826014, 149.392 ,-702.335
-2.35793, 10.0668, 0.210122, 0.00270253 ,0.716153, 110.449 ,-699.735
-2.39958, 9.7236, 0.157527, 0.00260357 ,0.254851, 135.128 ,-700.082
-2.08191, 9.91775, 0.1805, 0.00264371 ,0.0303497, 186.85 ,-701.989
-2.09865, 10.0587, 0.208145, 0.0026467 ,0.806227, 242.644 ,-699.527
-2.19532, 9.78657, 0.173781, 0.00291113 ,0.51537, 125.881 ,-699.874
-2.17123, 10.1074, 0.166152, 0.00286574 ,0.00387209, 187.831 ,-700.104
-2.69282, 9.27518, 0.0694162, 0.00271203 ,0.0034047, 80.4429 ,-696.353
-2.45902, 9.80041, 0.182921, 0.00282635 ,0.14729, 116.036 ,-700.031
-2.12024, 10.1113, 0.307632, 0.00253629 ,0.398993, 208.091 ,-698.221
-2.09737, 10.0439, 0.200597, 0.00259936 ,0.240032, 181.889 ,-702.012
-2.23077, 9.72736, 0.200042, 0.00271616 ,0.623143, 132.89 ,-699.17
-2.27667, 9.92001, 0.230798, 0.00262171 ,0.256264, 150.138 ,-701.581
-2.42589, 10.208, 0.206181, 0.00248831 ,0.338541, 115.577 ,-696.524
-2.01755, 9.92856, 0.191722, 0.00225286 ,0.109569, 209.83 ,-700.932
-2.20701, 9.86306, 0.142878, 0.00223877 ,0.0374005, 147.944 ,-701.514
-2.17997, 10.0429, 0.21353, 0.00201061 ,0.214434, 161.144 ,-702.242
-2.24919, 9.54647, 0.057666, 0.00211345 ,0.50236, 151.989 ,-695.187
-2.17417, 10.1349, 0.311195, 0.00210116 ,0.925602, 169.849 ,-697.014
-2.19693, 9.80953, 0.174657, 0.00197493 ,0.254705, 141.971 ,-701.349
-2.08795, 9.87588, 0.194938, 0.00211866 ,0.153132, 227.892 ,-701.508
-2.06437, 9.94693, 0.157991, 0.00224792 ,0.362664, 294.406 ,-701.116
-2.064, 10.0654, 0.205325, 0.00210544 ,0.483391, 256.114 ,-701.072
-2.12621, 9.80438, 0.13291, 0.00195447 ,0.244491, 166.325 ,-699.87
-2.18869, 9.86417, 0.179999, 0.00177718 ,0.0678029, 121.491 ,-700.686
-2.17324, 10.1437, 0.165356, 0.00203214 ,0.140887, 178.708 ,-698.934
-2.33373, 10.0406, 0.209341, 0.00213945 ,0.701828, 133.49 ,-700.514
-2.15911, 9.95193, 0.185002, 0.0025752 ,0.552774, 246.265 ,-701.275
-2.32723, 9.91147, 0.17914, 0.00248924 ,0.188618, 93.7742 ,-700.169
-2.18869, 9.22004, 0.0350674, 0.00236492 ,0.352234, 157.822 ,-697.644
-2.1759, 9.93329, 0.179412, 0.00240329 ,0.209821, 177.092 ,-702.811
-2.13324, 10.1799, 0.240319, 0.00235735 ,0.597949, 203.15 ,-699.433
-2.2372, 9.98339, 0.209467, 0.0022657 ,0.0781121, 167.082 ,-702.379
-2.24652, 9.84286, 0.160733, 0.00239573 ,0.290032, 155.759 ,-702.032
-2.10092, 9.87446, 0.162853, 0.00228675 ,0.223001, 301.786 ,-699.949
-2.37095, 9.84663, 0.142656, 0.00234417 ,0.570236, 110.199 ,-700.127
-2.13655, 9.68726, 0.163115, 0.00263606 ,0.190058, 202.22 ,-698.904
-2.05686, 9.95134, 0.200077, 0.00246359 ,0.00681578, 193.305 ,-701.722
-2.58872, 9.54051, 0.136642, 0.00235648 ,0.980321, 81.6039 ,-696.649
-2.09083, 10.0252, 0.207934, 0.00227046 ,0.674918, 233.315 ,-701.205
-2.13867, 10.1594, 0.343718, 0.00235345 ,0.223636, 143.113 ,-697.78
-2.2272, 9.9303, 0.191905, 0.00256342 ,0.236078, 238.284 ,-700.287
-2.13631, 9.93767, 0.147522, 0.00280217 ,0.790388, 178.418 ,-700.183
-2.17821, 9.96233, 0.227992, 0.00306253 ,0.0996466, 149.158 ,-701.899
-2.24455, 9.7535, 0.201055, 0.00270479 ,0.805701, 169.706 ,-698.786
-2.24735, 9.78233, 0.159868, 0.00281857 ,0.308195, 171.628 ,-701.37
-2.17911, 9.91996, 0.14788, 0.00273025 ,0.493078, 229.05 ,-701.263
-2.12003, 10.0944, 0.226951, 0.00324552 ,0.167234, 291.391 ,-698.421
-2.32877, 10.0165, 0.241234, 0.00319548 ,0.143046, 114.944 ,-701.052
-2.34551, 9.96423, 0.22166, 0.00320823 ,0.128802, 145.692 ,-701
-2.31045, 9.90019, 0.167429, 0.00299962 ,0.304513, 146.378 ,-701.785
-2.13251, 10.0346, 0.201734, 0.0030028 ,0.0205747, 206.499 ,-702.396
-2.10706, 9.93029, 0.199366, 0.00325529 ,0.359034, 181.448 ,-701.975
-2.13658, 9.90879, 0.17296, 0.00364295 ,0.0868539, 226.408 ,-702.376
-2.2054, 9.81511, 0.15215, 0.00361895 ,0.00603687, 161.523 ,-701.672
-2.28085, 10.0354, 0.243317, 0.00358922 ,0.406936, 109.273 ,-700.534
-2.16669, 10.0067, 0.207761, 0.00338617 ,0.632917, 126.129 ,-700.026
-2.15384, 9.96786, 0.197527, 0.00358308 ,0.121765, 261.404 ,-701.011
-2.09116, 10.0418, 0.194958, 0.00346527 ,0.765461, 289.503 ,-698.311
-2.07594, 9.96419, 0.149502, 0.00311998 ,0.0438145, 243.328 ,-702.025
-2.29007, 10.0061, 0.1766, 0.00332512 ,0.0977458, 130.085 ,-701.52
-2.35567, 9.85489, 0.270215, 0.00329636 ,0.222381, 111.887 ,-699.213
-2.22712, 9.9819, 0.193193, 0.00320082 ,0.0789328, 183.129 ,-702.316
-2.16521, 10.0279, 0.198597, 0.0034707 ,0.355322, 186.104 ,-702.26
-2.15225, 10.0009, 0.237227, 0.00312073 ,0.325023, 210.706 ,-701.395
-2.14466, 9.84706, 0.179151, 0.00335225 ,0.0701127, 231.579 ,-701.472
-2.2551, 9.77019, 0.154399, 0.00339839 ,0.332059, 155.983 ,-701.225
-2.11455, 9.65324, 0.145042, 0.00351603 ,0.0840445, 125.92 ,-696.282
-2.32912, 9.50629, 0.121407, 0.00360523 ,0.1368, 119.755 ,-699.311
-2.15323, 9.86738, 0.177499, 0.00352579 ,0.254036, 216.947 ,-701.97
-2.25517, 10.0991, 0.256941, 0.00358549 ,0.638359, 204.006 ,-697.834
-1.93339, 10.0212, 0.181724, 0.00352256 ,0.226211, 241.558 ,-699.166
-2.12758, 10.0914, 0.206337, 0.00329432 ,0.193611, 276.429 ,-699.215
-2.14948, 9.96872, 0.202441, 0.00323058 ,0.719021, 207.56 ,-701.13
-2.21862, 9.99774, 0.227561, 0.00325463 ,0.255286, 173.152 ,-701.989
-2.33883, 9.61679, 0.133101, 0.00326929 ,0.0205872, 141.74 ,-699.881
-2.1801, 9.96766, 0.225881, 0.00330955 ,0.153102, 195.468 ,-701.978
-2.14348, 9.91977, 0.199521, 0.00329033 ,0.1023, 174.957 ,-702.431
-2.29445, 9.92909, 0.149141, 0.0033195 ,0.265722, 182.544 ,-700.699
-2.21178, 9.97397, 0.219445, 0.00327796 ,0.158004, 180.757 ,-702.189
-2.16663, 9.85065, 0.11149, 0.00353425 ,0.418546, 172.298 ,-699.268
-2.12006, 9.91599, 0.196752, 0.00359514 ,0.37321, 173.032 ,-701.86
-2.13361, 9.98361, 0.191487, 0.0037088 ,0.494658, 236.329 ,-701.701
-2.37958, 10.0413, 0.254999, 0.00388305 ,0.639852, 116.668 ,-699.584
-2.19144, 10.0043, 0.217063, 0.00386357 ,0.575466, 171.183 ,-701.65
-2.17337, 9.78364, 0.158863, 0.00388434 ,0.239921, 153.921 ,-700.852
-2.06788, 10.0457, 0.230212, 0.00378067 ,0.5803, 245.267 ,-700.215
-2.12752, 9.91812, 0.236301, 0.00416528 ,0.349641, 198.454 ,-700.727
-2.05988, 10.0151, 0.197998, 0.00407061 ,0.076083, 220.38 ,-702.157
-2.25125, 9.76916, 0.144245, 0.00385635 ,0.54955, 166.873 ,-700.451
-2.20382, 9.95635, 0.224947, 0.00409223 ,0.268346, 153.505 ,-702.009
-2.14592, 9.89972, 0.207197, 0.00388709 ,0.317214, 190.491 ,-701.958
-2.11657, 9.96713, 0.140957, 0.00427337 ,0.367171, 197.261 ,-701.578
-2.16205, 10.1391, 0.245203, 0.00447221 ,0.643599, 137.003 ,-699.186
-2.19174, 9.8238, 0.191485, 0.0044076 ,0.177165, 172.467 ,-701.688
-2.09515, 9.9821, 0.187834, 0.0046462 ,0.439191, 229.483 ,-701.972
-2.21022, 9.82422, 0.219918, 0.00452315 ,0.225355, 123.139 ,-699.986
-1.92417, 10.1523, 0.243549, 0.00462304 ,0.49885, 174.763 ,-694.41
-2.24118, 10.0493, 0.199793, 0.00483948 ,0.200883, 130.492 ,-701.388
-2.29473, 9.85993, 0.22767, 0.00485834 ,0.495381, 130.835 ,-700.593
